ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,PricePrediction
10272,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Jae 1ke,1310,2.0,2.0,53.0,54.820390624999995
3669,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2059,3.0,2.0,225.0,198.59374999999997
47,Super built-up  Area,20-Sep,Whitefield,2 BHK,Goted U,1459,2.0,1.0,94.82,94.948125
9082,Super built-up  Area,Ready To Move,Varthur,2 BHK,Unris E,1100,2.0,2.0,72.0,62.48875000000001
6762,Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Leeno S,2120,3.0,2.0,177.0,153.53125
2992,Built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260,2.0,3.0,100.0,98.4875
4439,Super built-up  Area,Ready To Move,Bellandur,2 BHK,GoncyRe,1310,2.0,2.0,72.0,79.79453125
10227,Super built-up  Area,18-May,Rajaji Nagar,2 BHK,Pumesim,1222,2.0,2.0,98.0,95.2490625
2245,Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,,1200,2.0,2.0,50.0,50.6875
8715,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,,1030,2.0,,35.0,40.095312500000006
4787,Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,700,1.0,1.0,19.0,19.471875
7812,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,,1245,2.0,1.0,62.0,60.916339285714294
5204,Plot  Area,Ready To Move,Naganathapura,8 Bedroom,,1200,7.0,3.0,100.0,119.53125
5743,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,995,2.0,0.0,42.0,44.89177083333333
4694,Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,71.32,69.38642733134921
5820,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800,2.0,1.0,40.0,37.765625
8153,Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,1181.7,2.0,1.0,100.0,77.03458333333334
7840,Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,,1320,2.0,3.0,60.0,59.47687499999999
9649,Super built-up  Area,Ready To Move,Kadugodi,4 BHK,,2100,3.0,,204.0,181.15625
6925,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,790,2.0,1.0,49.5,44.280625
713,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,54.0,59.85791666666667
9316,Plot  Area,Ready To Move,Koramangala,6 Bedroom,,2400,6.0,0.0,480.0,476.71875
9052,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59,47.58999999999999
1984,Plot  Area,Ready To Move,Chamrajpet,4 Bedroom,,1080,4.0,2.0,250.0,216.1875
9143,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,2.0,72.0,80.06592261904763
6522,Super built-up  Area,18-Mar,Panathur,3 BHK,EcEONfe,1565 - 1595,3.0,0.0,71.89,74.19838541666668
9767,Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,ProdsWe,2733,5.0,2.0,259.0,278.3125
1530,Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1012,2.0,1.0,66.5,61.93359375
3207,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Sanne E,2500,4.0,3.0,155.0,188.4921875
4921,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1155,2.0,1.0,46.0,46.59375
9568,Super built-up  Area,Ready To Move,LB Shastri Nagar,3 BHK,MCrds S,1400,2.0,2.0,80.0,72.533125
5289,Built-up  Area,Ready To Move,Varthur,2 BHK,Vaensia,1210,2.0,1.0,60.0,59.3125
8599,Super built-up  Area,18-Aug,LB Shastri Nagar,2 BHK,,1250,2.0,2.0,48.5,51.078125
4484,Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,896,2.0,1.0,30.13,34.48375
1180,Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,Shthi S,710,1.0,1.0,27.0,28.846875
7753,Plot  Area,Ready To Move,Ramamurthy Nagar Extension,4 Bedroom,,750,2.0,1.0,42.0,61.859375
3933,Built-up  Area,18-Dec,Electronic City,2 BHK,,1130,2.0,1.0,32.63,34.57228645833334
9046,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,697,1.0,1.0,35.0,35.543125
4993,Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,AxinoCi,1850,3.0,2.0,90.0,104.45833333333333
3928,Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1559,3.0,2.0,127.0,114.62182291666667
9747,Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497,1.0,1.0,20.0,20.989583333333336
532,Super built-up  Area,Ready To Move,Arekere,2 BHK,Amngsag,1222,2.0,2.0,45.0,46.799375
4113,Super built-up  Area,18-Jan,BTM Layout,3 BHK,,167Sq. Meter,3.0,2.0,10.0,31.70605113636364
9182,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1165,2.0,2.0,64.08,64.00531249999997
7573,Plot  Area,Ready To Move,Hoodi,4 Bedroom,Kreera ,1100,4.0,1.0,120.0,110.625
2085,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,950,2.0,1.0,50.79,49.360624999999985
10052,Super built-up  Area,Ready To Move,Dodsworth Layout,2 BHK,Chisei ,1340,2.0,1.0,71.0,71.60838541666666
8622,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,VSineDi,770,1.0,1.0,70.0,61.92718749999999
4540,Plot  Area,Ready To Move,Jalahalli,3 Bedroom,,600,3.0,2.0,60.0,71.40625
3013,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,51.15,44.10421871184371
7565,Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,Vaharvi,1200,2.0,1.0,57.9,51.66116815476192
10337,Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1835,3.0,1.0,108.0,105.06187499999999
4220,Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1315,2.0,1.0,59.1,57.889862351190466
9696,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844,3.0,3.0,95.0,97.76773579545454
8626,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,55.47,52.566681547619055
8804,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1368,2.0,1.0,54.71,58.22331250000002
7153,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,88.0,77.6286292726371
2447,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Srisei ,1428,2.0,2.0,66.0,69.729609375
2127,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,985,2.0,1.0,58.0,57.77023809523809
5646,Built-up  Area,Ready To Move,Sultan Palaya,2 BHK,,870,2.0,1.0,65.0,57.5
8450,Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,103.0,100.1028125
4771,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Saace P,1320,2.0,2.0,110.0,115.31770833333333
7886,Plot  Area,Ready To Move,Basaveshwara Nagar,8 Bedroom,,1230,6.0,0.0,250.0,203.96875
733,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Soestrn,1020,2.0,1.0,52.0,52.809375
6245,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1127,2.0,1.0,65.0,58.97751488095238
3245,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1255,2.0,2.0,79.0,71.8890625
6151,Super built-up  Area,Ready To Move,OLd Gurappanapalya,4 BHK,SoliaMa,2849,5.0,,250.0,227.790625
3012,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1419.59,2.0,1.0,59.0,63.764375
1732,Super built-up  Area,Ready To Move,Anekal,1 BHK,,600,1.0,1.0,16.5,22.145833333333332
710,Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1337,2.0,1.0,82.0,90.4375
5652,Built-up  Area,18-Apr,JP Nagar,2 BHK,,1100,1.0,1.0,15.0,24.625
2874,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1626,2.0,2.0,120.0,109.2375
4264,Plot  Area,Ready To Move,8th block Koramangala,4 Bedroom,,1650,3.0,1.0,300.0,246.625
216,Built-up  Area,Ready To Move,Magadi Road,6 Bedroom,,3600,6.0,0.0,141.0,147.65625
1277,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1140,2.0,2.0,41.0,42.85238095238096
8294,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Kelmsoy,1250,2.0,1.0,55.0,56.190625
10640,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,55.0,52.797655155745204
7304,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Grterrr,1560,3.0,1.0,90.0,88.04421875000001
2498,Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,,3250,4.0,3.0,230.0,226.09375
542,Built-up  Area,Ready To Move,Byatarayanapura,3 BHK,Foconna,1325,2.0,1.0,90.0,83.21583333333334
2495,Plot  Area,Ready To Move,Kengeri Satellite Town,3 Bedroom,,600,4.0,3.0,72.0,80.53125
1123,Plot  Area,19-Jan,Gopalkrishna Nagar,3 Bedroom,,1500,3.0,2.0,62.0,82.67916666666666
6782,Super built-up  Area,Ready To Move,Sultan Palaya,3 BHK,Vaaldak,1713,3.0,3.0,125.0,116.10703124999999
7703,Plot  Area,Ready To Move,7th Phase JP Nagar,5 Bedroom,,1800,6.0,3.0,270.0,255.125
3369,Built-up  Area,Ready To Move,Banashankari,3 BHK,Naashi ,1350,2.0,0.0,83.0,72.77
3037,Plot  Area,Ready To Move,Bhuvaneswari Nagar,2 Bedroom,,792,2.0,1.0,70.0,63.9775
5354,Super built-up  Area,Ready To Move,Hosa Road,1 BHK,Amelllu,760,1.0,1.0,24.9,34.61124999999999
5206,Plot  Area,Ready To Move,OMBR Layout,3 Bedroom,,600,3.0,2.0,100.0,91.4375
7654,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SJmesst,1286,2.0,2.0,69.0,66.535
7946,Built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1465,3.0,3.0,90.0,82.988125
624,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,95.0,95.15833333333333
5803,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,58.0,52.797655155745204
6958,Super built-up  Area,Ready To Move,ITI Layout,2 BHK,Soarkge,1333,2.0,2.0,77.27,78.83624999999999
4768,Plot  Area,18-May,Anekal,2 Bedroom,,1200,2.0,1.0,36.1,36.096875000000004
9942,Built-up  Area,Ready To Move,Banjara Layout,4 Bedroom,,3750,5.0,3.0,145.0,189.125
3846,Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1282,2.0,2.0,52.43,57.77222916666667
6837,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2.0,2.0,39.0,39.12146874999999
7476,Built-up  Area,Ready To Move,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,,1034,6.0,2.0,101.0,108.0625
967,Super built-up  Area,Ready To Move,BEML Layout,2 BHK,,1060,2.0,1.0,55.0,50.080000000000005
1393,Plot  Area,Ready To Move,Bagalur Main Road,4 Bedroom,,3600,4.0,,300.0,291.25
10473,Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,Oaines ,1370,2.0,2.0,87.0,77.25302083333332
621,Built-up  Area,Ready To Move,HRBR Layout,2 BHK,Eline P,1374,2.0,2.0,95.0,85.3125
1470,Built-up  Area,Ready To Move,AGS Layout,3 BHK,,1450,2.0,2.0,85.0,78.83635416666667
6243,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1910,3.0,3.0,119.0,122.3125
6008,Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1425,2.0,2.0,56.99,60.8715625
7716,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Nillsre,1452,3.0,,90.0,82.90625
3045,Plot  Area,Ready To Move,Shantiniketan Layout,5 Bedroom,,2400,5.0,2.0,235.0,252.0
3857,Super built-up  Area,Ready To Move,Domlur,6 BHK,,2400,4.0,1.0,600.0,458.625
7323,Built-up  Area,18-May,Mathikere Extension,4 Bedroom,,2000,2.0,1.0,160.0,155.9375
5767,Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,NaaveEn,1100,2.0,2.0,57.0,53.65625
8866,Super built-up  Area,Ready To Move,Harlur,3 BHK,,1756,3.0,2.0,134.0,129.72890625000002
7044,Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1007,2.0,1.0,62.0,64.32447916666666
4372,Super built-up  Area,Ready To Move,Amarjyothi Colony,2 BHK,,1100,2.0,2.0,38.0,41.53125
8890,Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381,1.0,1.0,28.0,26.634831730769232
9777,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1315,2.0,2.0,50.0,61.467708333333334
295,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,75.346875
8497,Built-up  Area,18-Mar,1st Block Koramangala,3 BHK,,2350,3.0,2.0,210.0,206.46875
5079,Built-up  Area,17-Jun, Whitefield,1 RK,Prtates,905,1.0,1.0,52.0,50.1653125
8366,Super built-up  Area,19-Sep,Hormavu,3 BHK,,1553,2.0,2.0,58.23,62.634062500000006
958,Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1005,1.0,1.0,110.0,106.40625
5467,Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,3 BHK,GRvasth,2250,3.0,1.0,113.0,133.5
2465,Super built-up  Area,18-Apr,Bhoganhalli,2 BHK,Rosha I,1444,2.0,1.0,75.97,75.96999999999998
761,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Siayayo,1101,2.0,0.0,45.0,45.85625
9780,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1450,2.0,1.0,67.0,65.809375
286,Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,47.8125
2119,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1405,2.0,2.0,59.01,63.14843749999999
4533,Super built-up  Area,19-Jan,"JP Nagar 7th Phase, ",2 BHK,,1150,2.0,1.0,74.0,60.88065625
960,Super built-up  Area,18-Oct,Chandapura,3 BHK,SunceEs,1305,3.0,1.0,33.28,35.19999999999998
9749,Built-up  Area,Ready To Move,Electronic City,2 BHK,VHistal,1142,2.0,0.0,35.0,39.0024375
3468,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,VSlistr,704 - 730,2.0,0.0,49.475,52.85781249999998
8764,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855,3.0,3.0,140.0,134.0625
2286,Plot  Area,Ready To Move,Kathreguppe,4 Bedroom,,3200,4.0,2.0,1200.0,1004.21875
5100,Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1577,3.0,2.0,67.0,70.08437500000001
333,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,79.84427083333333
8148,Plot  Area,Ready To Move,Udaya Nagar,4 Bedroom,,1350,4.0,2.0,160.0,164.375
5865,Super built-up  Area,Ready To Move,Harlur,3 BHK,Shodsir,1620,3.0,1.0,110.0,96.2946875
8505,Super built-up  Area,18-May,Panathur,2 BHK,Saite G,1040,2.0,1.0,41.6,46.585937499999986
10107,Super built-up  Area,18-Jun,Balagere,1 BHK,Soresea,661,1.0,1.0,33.0,35.740833333333335
9390,Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,,1555,3.0,1.0,100.0,97.16875
6025,Plot  Area,Ready To Move,1st Phase JP Nagar,2 Bedroom,,1566,2.0,0.0,180.0,141.15625
549,Super built-up  Area,18-Sep,Hennur Road,2 BHK,Shxorm ,1195 - 1440,2.0,0.0,63.77,64.68609375
4454,Super built-up  Area,20-Aug,Rachenahalli,1 BHK,AsNowre,440,1.0,1.0,28.0,24.34375
8771,Super built-up  Area,18-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,83.0,77.6286292726371
8259,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Reverve,1115,2.0,2.0,60.0,58.28125
676,Plot  Area,Ready To Move,Sulthangunta,1 Bedroom,,600,1.0,0.0,50.0,47.1953125
10616,Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1035,2.0,1.0,51.5,46.476640625
10427,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Jaisemi,1106,2.0,3.0,40.0,40.8703125
7613,Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1495,2.0,2.0,83.0,84.25
4123,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,51.6,53.580670196123314
6307,Super built-up  Area,18-Apr,Uttarahalli,3 BHK,,1280,2.0,2.0,60.0,56.8415625
5932,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1330,2.0,1.0,107.0,104.8240625
7238,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,1.0,50.0,51.7075
7670,Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,,1200,3.0,2.0,110.0,110.859375
10456,Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1103,2.0,2.0,55.0,64.6875
7338,Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1070,2.0,1.0,38.0,38.43125284090909
2507,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Vaniai ,1045,2.0,2.0,76.77,60.108124999999994
4639,Super built-up  Area,18-Dec,Ramamurthy Nagar,3 BHK,Vaharvi,1410,2.0,1.0,56.4,55.662812500000015
7061,Super built-up  Area,19-Jun,Sarjapur  Road,2 BHK,,1044,2.0,1.0,34.77,41.86781249999999
9653,Super built-up  Area,Ready To Move,Lake City,2 BHK,Prdenth,780,2.0,1.0,31.0,31.131562499999998
8528,Plot  Area,Ready To Move,poornaprajna layout,2 Bedroom,,900,2.0,0.0,128.0,102.46875
9027,Super built-up  Area,18-Aug,Kundalahalli,3 BHK,Dieldli,1397,3.0,3.0,105.0,105.83593749999999
88,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Srire S,1060,2.0,2.0,58.06,53.43374999999998
2184,Plot  Area,Ready To Move,NS Palya,8 Bedroom,,1500,10.0,3.0,165.0,172.5
4693,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Hiate F,1725,3.0,,110.0,111.15171875
5851,Plot  Area,Ready To Move,Ittamadu,5 Bedroom,,1200,4.0,,130.0,139.21875
408,Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,,12000,6.0,3.0,2200.0,1895.3125
8115,Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1367,2.0,2.0,86.0,83.03125
6427,Built-up  Area,Ready To Move,1st Block BEL Layout,4 Bedroom,,1800,5.0,1.0,250.0,198.75
4459,Super built-up  Area,21-Mar,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,120.0,127.96015625
1373,Super built-up  Area,Ready To Move,Koramangala,3 BHK,Wiass G,1835,2.0,3.0,155.0,121.046875
4687,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,,2400,3.0,2.0,190.0,181.40625
6162,Plot  Area,Ready To Move,Kammasandra,3 Bedroom,Daden G,1400,3.0,2.0,92.0,102.88541666666666
4373,Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3730,6.0,2.0,450.0,440.47916666666663
4913,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2.0,2.0,37.97,38.11411458333335
4448,Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,1200,2.0,1.0,68.0,66.8775
8516,Built-up  Area,Ready To Move,Electronic City,3 BHK,KBityo ,1050,2.0,1.0,39.0,42.1804375
3148,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1332,2.0,1.0,86.12,82.32999999999998
7216,Super built-up  Area,Ready To Move,Hormavu,2 BHK,SLtraks,1143,2.0,1.0,53.0,52.637812499999995
5436,Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1100,2.0,2.0,43.5,45.546875
3497,Built-up  Area,Ready To Move,Vinayak Nagar,1 BHK,,705,1.0,2.0,36.5,39.40625
9701,Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,,900,3.0,1.0,79.0,78.09375
7854,Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1779,3.0,2.0,90.0,90.7315625
5087,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,,63.0,62.45875
210,Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2850,4.0,1.0,428.0,373.265625
2732,Super built-up  Area,Ready To Move,Hennur,2 BHK,,1285,2.0,1.0,60.0,61.1875
8251,Super built-up  Area,18-May,Devanahalli,1 BHK,Pardsri,1020,2.0,1.0,49.87,49.29416666666664
1807,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,BrontLa,2160,4.0,2.0,172.0,152.89375
8911,Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1365,3.0,1.0,76.18,71.2109375
5583,Built-up  Area,Ready To Move,Hosa Road,3 BHK,Saowsou,1100,2.0,3.0,85.0,74.9840625
6945,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,72.0,70.81156250000001
1731,Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1757,3.0,2.0,132.0,131.26640625
1113,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,1.0,46.0,52.8125
5465,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,1.0,69.0,58.424062500000005
3651,Built-up  Area,Ready To Move,Nagarbhavi,1 Bedroom,,900,1.0,0.0,175.0,129.790625
8876,Plot  Area,Ready To Move,Marathahalli,7 Bedroom,,1550,7.0,3.0,160.0,167.3125
6513,Super built-up  Area,19-Dec,Marathahalli,3 BHK,PrensKe,1469,3.0,1.0,89.0,86.21875
5503,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020,2.0,1.0,41.82,44.22034226190477
9004,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,47.0,45.09873615726802
7485,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,DSousyl,1124,2.0,1.0,30.35,34.59968750000001
9930,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,2.0,80.0,76.68377976190476
3873,Super built-up  Area,Ready To Move,Nagadevanahalli,2 BHK,,1080,2.0,2.0,39.0,40.37375
9457,Built-up  Area,Ready To Move,TC Palaya,2 BHK,GilomSh,1800,2.0,2.0,80.0,83.16666666666666
3459,Plot  Area,Ready To Move,Banagiri Nagar,3 Bedroom,,1350,3.0,1.0,380.0,274.0625
5983,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1255 - 1350,2.0,0.0,67.73,65.65578125
9665,Super built-up  Area,Ready To Move,Whitefield,2 BHK,DSe 2ie,1100,2.0,2.0,65.0,57.41166666666667
6545,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,GoncyRe,1760,3.0,,140.0,134.45572916666666
10297,Built-up  Area,21-Dec,"Electronic city Phase 1, ",3 BHK,,1750,3.0,2.0,58.0,69.46875
8305,Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3.0,2.0,120.0,123.8125
6965,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,36.54,41.39486991827617
1957,Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1200,2.0,1.0,53.33,53.47656249999998
9384,Plot  Area,Ready To Move,Harappanahalli,4 Bedroom,Nioutar,4560,5.0,,430.0,415.625
5120,Built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,DStra S,1115,2.0,0.0,46.0,43.69718749999999
4902,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,62.3,66.31742392508163
6624,Super built-up  Area,Ready To Move,Jeevan bima nagar,3 BHK,Lancysi,1740,3.0,3.0,120.0,112.23843749999999
6369,Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,,900,2.0,1.0,27.0,32.348214285714285
3934,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3.0,3.0,64.5,66.69833035714285
106,Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1630,2.0,1.0,98.0,89.06666666666666
7053,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1163,2.0,2.0,68.0,62.4759375
5452,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1080,2.0,2.0,41.0,42.3684375
590,Built-up  Area,Ready To Move,Kanakapura,3 BHK,,1419,3.0,3.0,75.0,72.31812500000001
2025,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,,883,2.0,1.0,40.0,41.72216145833334
3785,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1200,3.0,2.0,265.0,225.625
2109,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330,2.0,1.0,47.0,53.641517857142865
6109,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1267,2.0,1.0,54.35,56.87437499999998
2996,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1346,2.0,1.0,96.17,94.15343750000002
5157,Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,,946,3.0,,140.0,126.53125
3692,Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,,1200,6.0,1.0,220.0,178.65625
7389,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1280,2.0,2.0,69.0,65.2742931547619
6224,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,1.0,56.0,50.092999999999996
7784,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3.0,2.0,65.0,65.44047619047619
9177,Super built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,URodsmb,1119,2.0,1.0,48.5,50.171875
7420,Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,Srhan P,1545,2.0,2.0,66.0,68.0665625
2626,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306,2.0,1.0,55.91,54.71562500000002
7299,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87,83.20624999999994
3038,Super built-up  Area,Ready To Move,Varanasi,5 BHK,,2000,4.0,1.0,103.0,104.01041666666666
4461,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1466,2.0,3.0,140.0,131.27249999999998
3143,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1280,2.0,2.0,52.0,65.2742931547619
4048,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,,1060,2.0,1.0,40.0,42.7021875
